"","Location","TimeFrame","DataFormat.x","Child","DataFormat.y","Unemployment"
"482","Collingsworth",2009,"Percent",0.303,"Percent",0.055
"483","Collingsworth",2010,"Percent",0.312,"Percent",0.054
"484","Collingsworth",2011,"Percent",0.368,"Percent",0.053
"485","Colorado",2001,"Percent",0.22,"Percent",0.038
"486","Colorado",2002,"Percent",0.202,"Percent",0.043
"487","Colorado",2003,"Percent",0.22,"Percent",0.048
"488","Colorado",2004,"Percent",0.209,"Percent",0.051
"489","Colorado",2005,"Percent",0.243,"Percent",0.043
"490","Colorado",2006,"Percent",0.227,"Percent",0.044
"491","Colorado",2007,"Percent",0.217,"Percent",0.037
"492","Colorado",2008,"Percent",0.252,"Percent",0.04
"493","Colorado",2009,"Percent",0.236,"Percent",0.065
"494","Colorado",2010,"Percent",0.276,"Percent",0.075
"495","Colorado",2011,"Percent",0.258,"Percent",0.071
"496","Comal",2001,"Percent",0.131,"Percent",0.035
"497","Comal",2002,"Percent",0.129,"Percent",0.05
"498","Comal",2003,"Percent",0.147,"Percent",0.049
"499","Comal",2004,"Percent",0.143,"Percent",0.051
"500","Comal",2005,"Percent",0.14,"Percent",0.042
"501","Comal",2006,"Percent",0.148,"Percent",0.041
"502","Comal",2007,"Percent",0.133,"Percent",0.037
"503","Comal",2008,"Percent",0.126,"Percent",0.041
"504","Comal",2009,"Percent",0.133,"Percent",0.062
"505","Comal",2010,"Percent",0.165,"Percent",0.066
"506","Comal",2011,"Percent",0.156,"Percent",0.069
"507","Comanche",2001,"Percent",0.278,"Percent",0.027
"508","Comanche",2002,"Percent",0.261,"Percent",0.03
"509","Comanche",2003,"Percent",0.274,"Percent",0.038
"510","Comanche",2004,"Percent",0.263,"Percent",0.05
"511","Comanche",2005,"Percent",0.302,"Percent",0.047
"512","Comanche",2006,"Percent",0.284,"Percent",0.046
"513","Comanche",2007,"Percent",0.273,"Percent",0.04
"514","Comanche",2008,"Percent",0.273,"Percent",0.039
"515","Comanche",2009,"Percent",0.314,"Percent",0.061
"516","Comanche",2010,"Percent",0.301,"Percent",0.067
"517","Comanche",2011,"Percent",0.359,"Percent",0.067
"518","Concho",2001,"Percent",0.251,"Percent",0.019
"519","Concho",2002,"Percent",0.243,"Percent",0.018
"520","Concho",2003,"Percent",0.222,"Percent",0.026
"521","Concho",2004,"Percent",0.208,"Percent",0.064
"522","Concho",2005,"Percent",0.235,"Percent",0.06
"523","Concho",2006,"Percent",0.253,"Percent",0.057
"524","Concho",2007,"Percent",0.265,"Percent",0.05
"525","Concho",2008,"Percent",0.267,"Percent",0.053
"526","Concho",2009,"Percent",0.304,"Percent",0.074
"527","Concho",2010,"Percent",0.322,"Percent",0.083
"528","Concho",2011,"Percent",0.313,"Percent",0.079
"529","Cooke",2001,"Percent",0.196,"Percent",0.047
"530","Cooke",2002,"Percent",0.179,"Percent",0.053
"531","Cooke",2003,"Percent",0.194,"Percent",0.048
"532","Cooke",2004,"Percent",0.197,"Percent",0.049
"533","Cooke",2005,"Percent",0.21,"Percent",0.041
"534","Cooke",2006,"Percent",0.221,"Percent",0.039
"535","Cooke",2007,"Percent",0.206,"Percent",0.037
"536","Cooke",2008,"Percent",0.187,"Percent",0.035
"537","Cooke",2009,"Percent",0.212,"Percent",0.066
"538","Cooke",2010,"Percent",0.244,"Percent",0.066
"539","Cooke",2011,"Percent",0.238,"Percent",0.054
"540","Coryell",2001,"Percent",0.159,"Percent",0.049
"541","Coryell",2002,"Percent",0.147,"Percent",0.058
"542","Coryell",2003,"Percent",0.196,"Percent",0.06
"543","Coryell",2004,"Percent",0.156,"Percent",0.068
"544","Coryell",2005,"Percent",0.174,"Percent",0.063
"545","Coryell",2006,"Percent",0.207,"Percent",0.065
"546","Coryell",2007,"Percent",0.181,"Percent",0.057
"547","Coryell",2008,"Percent",0.167,"Percent",0.061
"548","Coryell",2009,"Percent",0.174,"Percent",0.084
"549","Coryell",2010,"Percent",0.154,"Percent",0.088
"550","Coryell",2011,"Percent",0.223,"Percent",0.092
"551","Cottle",2001,"Percent",0.317,"Percent",0.05
"552","Cottle",2002,"Percent",0.302,"Percent",0.05
"553","Cottle",2003,"Percent",0.313,"Percent",0.061
"554","Cottle",2004,"Percent",0.292,"Percent",0.055
"555","Cottle",2005,"Percent",0.356,"Percent",0.055
"556","Cottle",2006,"Percent",0.312,"Percent",0.054
"557","Cottle",2007,"Percent",0.375,"Percent",0.043
"558","Cottle",2008,"Percent",0.355,"Percent",0.04
"559","Cottle",2009,"Percent",0.365,"Percent",0.056
"560","Cottle",2010,"Percent",0.329,"Percent",0.063
"561","Cottle",2011,"Percent",0.328,"Percent",0.064
"562","Crane",2001,"Percent",0.159,"Percent",0.06
"563","Crane",2002,"Percent",0.17,"Percent",0.069
"564","Crane",2003,"Percent",0.156,"Percent",0.068
"565","Crane",2004,"Percent",0.141,"Percent",0.065
"566","Crane",2005,"Percent",0.158,"Percent",0.054
"567","Crane",2006,"Percent",0.127,"Percent",0.045
"568","Crane",2007,"Percent",0.134,"Percent",0.04
"569","Crane",2008,"Percent",0.144,"Percent",0.041
"570","Crane",2009,"Percent",0.163,"Percent",0.087
"571","Crane",2010,"Percent",0.153,"Percent",0.081
"572","Crane",2011,"Percent",0.153,"Percent",0.073
"573","Crockett",2001,"Percent",0.228,"Percent",0.026
"574","Crockett",2002,"Percent",0.192,"Percent",0.038
"575","Crockett",2003,"Percent",0.206,"Percent",0.029
"576","Crockett",2004,"Percent",0.219,"Percent",0.041
"577","Crockett",2005,"Percent",0.238,"Percent",0.039
"578","Crockett",2006,"Percent",0.224,"Percent",0.036
"579","Crockett",2007,"Percent",0.206,"Percent",0.031
"580","Crockett",2008,"Percent",0.194,"Percent",0.029
"581","Crockett",2009,"Percent",0.203,"Percent",0.086
"582","Crockett",2010,"Percent",0.253,"Percent",0.068
"583","Crockett",2011,"Percent",0.257,"Percent",0.053
"584","Crosby",2001,"Percent",0.347,"Percent",0.057
"585","Crosby",2002,"Percent",0.343,"Percent",0.054
"586","Crosby",2003,"Percent",0.337,"Percent",0.069
"587","Crosby",2004,"Percent",0.333,"Percent",0.063
"588","Crosby",2005,"Percent",0.438,"Percent",0.056
"589","Crosby",2006,"Percent",0.385,"Percent",0.054
"590","Crosby",2007,"Percent",0.365,"Percent",0.046
"591","Crosby",2008,"Percent",0.373,"Percent",0.049
"592","Crosby",2009,"Percent",0.444,"Percent",0.069
"593","Crosby",2010,"Percent",0.4,"Percent",0.079
"594","Crosby",2011,"Percent",0.398,"Percent",0.093
"595","Culberson",2001,"Percent",0.369,"Percent",0.076
"596","Culberson",2002,"Percent",0.333,"Percent",0.096
"597","Culberson",2003,"Percent",0.339,"Percent",0.084
"598","Culberson",2004,"Percent",0.318,"Percent",0.057
"599","Culberson",2005,"Percent",0.382,"Percent",0.045
"600","Culberson",2006,"Percent",0.415,"Percent",0.032
"601","Culberson",2007,"Percent",0.355,"Percent",0.027
"602","Culberson",2008,"Percent",0.378,"Percent",0.03
"603","Culberson",2009,"Percent",0.377,"Percent",0.043
"604","Culberson",2010,"Percent",0.393,"Percent",0.044
"605","Culberson",2011,"Percent",0.382,"Percent",0.042
"606","Dallam",2001,"Percent",0.217,"Percent",0.022
"607","Dallam",2002,"Percent",0.197,"Percent",0.026
"608","Dallam",2003,"Percent",0.214,"Percent",0.029
"609","Dallam",2004,"Percent",0.195,"Percent",0.04
"610","Dallam",2005,"Percent",0.234,"Percent",0.037
"611","Dallam",2006,"Percent",0.232,"Percent",0.035
"612","Dallam",2007,"Percent",0.225,"Percent",0.029
"613","Dallam",2008,"Percent",0.214,"Percent",0.03
"614","Dallam",2009,"Percent",0.224,"Percent",0.043
"615","Dallam",2010,"Percent",0.225,"Percent",0.052
"616","Dallam",2011,"Percent",0.223,"Percent",0.046
"617","Dallas",2001,"Percent",0.192,"Percent",0.053
"618","Dallas",2002,"Percent",0.202,"Percent",0.078
"619","Dallas",2003,"Percent",0.235,"Percent",0.079
"620","Dallas",2004,"Percent",0.236,"Percent",0.068
"621","Dallas",2005,"Percent",0.236,"Percent",0.057
"622","Dallas",2006,"Percent",0.24,"Percent",0.051
"623","Dallas",2007,"Percent",0.255,"Percent",0.045
"624","Dallas",2008,"Percent",0.255,"Percent",0.054
"625","Dallas",2009,"Percent",0.272,"Percent",0.082
"626","Dallas",2010,"Percent",0.293,"Percent",0.088
"627","Dallas",2011,"Percent",0.3,"Percent",0.084
"628","Dawson",2001,"Percent",0.321,"Percent",0.047
"629","Dawson",2002,"Percent",0.308,"Percent",0.062
"630","Dawson",2003,"Percent",0.311,"Percent",0.065
"631","Dawson",2004,"Percent",0.3,"Percent",0.074
"632","Dawson",2005,"Percent",0.348,"Percent",0.071
"633","Dawson",2006,"Percent",0.328,"Percent",0.068
"634","Dawson",2007,"Percent",0.347,"Percent",0.054
"635","Dawson",2008,"Percent",0.319,"Percent",0.054
"636","Dawson",2009,"Percent",0.316,"Percent",0.081
"637","Dawson",2010,"Percent",0.355,"Percent",0.082
"638","Dawson",2011,"Percent",0.321,"Percent",0.079
"639","Deaf Smith",2001,"Percent",0.276,"Percent",0.05
"640","Deaf Smith",2002,"Percent",0.246,"Percent",0.064
"641","Deaf Smith",2003,"Percent",0.246,"Percent",0.06
"642","Deaf Smith",2004,"Percent",0.262,"Percent",0.057
"643","Deaf Smith",2005,"Percent",0.313,"Percent",0.049
"644","Deaf Smith",2006,"Percent",0.288,"Percent",0.044
"645","Deaf Smith",2007,"Percent",0.3,"Percent",0.037
"646","Deaf Smith",2008,"Percent",0.28,"Percent",0.038
"647","Deaf Smith",2009,"Percent",0.278,"Percent",0.053
"648","Deaf Smith",2010,"Percent",0.304,"Percent",0.057
"649","Deaf Smith",2011,"Percent",0.305,"Percent",0.056
"650","Delta",2001,"Percent",0.26,"Percent",0.046
"651","Delta",2002,"Percent",0.246,"Percent",0.048
"652","Delta",2003,"Percent",0.239,"Percent",0.044
"653","Delta",2004,"Percent",0.225,"Percent",0.073
"654","Delta",2005,"Percent",0.249,"Percent",0.057
"655","Delta",2006,"Percent",0.28,"Percent",0.051
"656","Delta",2007,"Percent",0.263,"Percent",0.047
"657","Delta",2008,"Percent",0.293,"Percent",0.053
"658","Delta",2009,"Percent",0.279,"Percent",0.084
"659","Delta",2010,"Percent",0.278,"Percent",0.091
"660","Delta",2011,"Percent",0.324,"Percent",0.089
"661","Denton",2001,"Percent",0.077,"Percent",0.03
"662","Denton",2002,"Percent",0.079,"Percent",0.047
"663","Denton",2003,"Percent",0.098,"Percent",0.05
"664","Denton",2004,"Percent",0.096,"Percent",0.044
"665","Denton",2005,"Percent",0.081,"Percent",0.043
"666","Denton",2006,"Percent",0.088,"Percent",0.042
"667","Denton",2007,"Percent",0.075,"Percent",0.039
"668","Denton",2008,"Percent",0.072,"Percent",0.045
"669","Denton",2009,"Percent",0.093,"Percent",0.072
"670","Denton",2010,"Percent",0.094,"Percent",0.075
"671","Denton",2011,"Percent",0.116,"Percent",0.07
"672","DeWitt",2001,"Percent",0.247,"Percent",0.036
"673","DeWitt",2002,"Percent",0.245,"Percent",0.045
"674","DeWitt",2003,"Percent",0.264,"Percent",0.046
"675","DeWitt",2004,"Percent",0.26,"Percent",0.055
"676","DeWitt",2005,"Percent",0.277,"Percent",0.045
"677","DeWitt",2006,"Percent",0.272,"Percent",0.044
"678","DeWitt",2007,"Percent",0.272,"Percent",0.041
"679","DeWitt",2008,"Percent",0.26,"Percent",0.042
"680","DeWitt",2009,"Percent",0.274,"Percent",0.077
"681","DeWitt",2010,"Percent",0.323,"Percent",0.079
"682","DeWitt",2011,"Percent",0.284,"Percent",0.067
"683","Dickens",2001,"Percent",0.254,"Percent",0.031
"684","Dickens",2002,"Percent",0.252,"Percent",0.034
"685","Dickens",2003,"Percent",0.236,"Percent",0.049
"686","Dickens",2004,"Percent",0.224,"Percent",0.061
"687","Dickens",2005,"Percent",0.267,"Percent",0.054
"688","Dickens",2006,"Percent",0.296,"Percent",0.044
"689","Dickens",2007,"Percent",0.285,"Percent",0.04
"690","Dickens",2008,"Percent",0.321,"Percent",0.044
"691","Dickens",2009,"Percent",0.315,"Percent",0.074
"692","Dickens",2010,"Percent",0.305,"Percent",0.103
"693","Dickens",2011,"Percent",0.351,"Percent",0.136
"694","Dimmit",2001,"Percent",0.408,"Percent",0.097
"695","Dimmit",2002,"Percent",0.403,"Percent",0.114
"696","Dimmit",2003,"Percent",0.403,"Percent",0.116
"697","Dimmit",2004,"Percent",0.386,"Percent",0.092
"698","Dimmit",2005,"Percent",0.432,"Percent",0.083
"699","Dimmit",2006,"Percent",0.453,"Percent",0.078
"700","Dimmit",2007,"Percent",0.463,"Percent",0.064
"701","Dimmit",2008,"Percent",0.485,"Percent",0.067
"702","Dimmit",2009,"Percent",0.443,"Percent",0.102
"703","Dimmit",2010,"Percent",0.448,"Percent",0.096
"704","Dimmit",2011,"Percent",0.402,"Percent",0.07
"705","Donley",2001,"Percent",0.263,"Percent",0.026
"706","Donley",2002,"Percent",0.243,"Percent",0.028
"707","Donley",2003,"Percent",0.243,"Percent",0.035
"708","Donley",2004,"Percent",0.236,"Percent",0.05
"709","Donley",2005,"Percent",0.283,"Percent",0.043
"710","Donley",2006,"Percent",0.284,"Percent",0.048
"711","Donley",2007,"Percent",0.24,"Percent",0.044
"712","Donley",2008,"Percent",0.253,"Percent",0.042
"713","Donley",2009,"Percent",0.27,"Percent",0.062
"714","Donley",2010,"Percent",0.268,"Percent",0.064
"715","Donley",2011,"Percent",0.319,"Percent",0.061
"716","Duval",2001,"Percent",0.339,"Percent",0.072
"717","Duval",2002,"Percent",0.35,"Percent",0.106
"718","Duval",2003,"Percent",0.351,"Percent",0.088
"719","Duval",2004,"Percent",0.341,"Percent",0.074
"720","Duval",2005,"Percent",0.399,"Percent",0.064
"721","Duval",2006,"Percent",0.381,"Percent",0.054
"722","Duval",2007,"Percent",0.365,"Percent",0.05
"723","Duval",2008,"Percent",0.343,"Percent",0.054
"724","Duval",2009,"Percent",0.355,"Percent",0.111
"725","Duval",2010,"Percent",0.385,"Percent",0.112
"726","Duval",2011,"Percent",0.39,"Percent",0.091
"727","Eastland",2001,"Percent",0.267,"Percent",0.036
"728","Eastland",2002,"Percent",0.266,"Percent",0.04
"729","Eastland",2003,"Percent",0.273,"Percent",0.044
"730","Eastland",2004,"Percent",0.269,"Percent",0.054
"731","Eastland",2005,"Percent",0.318,"Percent",0.05
"732","Eastland",2006,"Percent",0.302,"Percent",0.049
"733","Eastland",2007,"Percent",0.276,"Percent",0.044
"734","Eastland",2008,"Percent",0.277,"Percent",0.046
"735","Eastland",2009,"Percent",0.296,"Percent",0.076
"736","Eastland",2010,"Percent",0.325,"Percent",0.079
"737","Eastland",2011,"Percent",0.302,"Percent",0.071
"738","Ector",2001,"Percent",0.249,"Percent",0.052
"739","Ector",2002,"Percent",0.261,"Percent",0.072
"740","Ector",2003,"Percent",0.274,"Percent",0.071
"741","Ector",2004,"Percent",0.268,"Percent",0.06
"742","Ector",2005,"Percent",0.305,"Percent",0.047
"743","Ector",2006,"Percent",0.254,"Percent",0.039
"744","Ector",2007,"Percent",0.219,"Percent",0.034
"745","Ector",2008,"Percent",0.208,"Percent",0.034
"746","Ector",2009,"Percent",0.231,"Percent",0.082
"747","Ector",2010,"Percent",0.283,"Percent",0.078
"748","Ector",2011,"Percent",0.212,"Percent",0.058
"749","Edwards",2001,"Percent",0.485,"Percent",0.046
"750","Edwards",2002,"Percent",0.39,"Percent",0.049
"751","Edwards",2003,"Percent",0.359,"Percent",0.038
"752","Edwards",2004,"Percent",0.328,"Percent",0.043
"753","Edwards",2005,"Percent",0.429,"Percent",0.043
"754","Edwards",2006,"Percent",0.412,"Percent",0.045
"755","Edwards",2007,"Percent",0.411,"Percent",0.039
"756","Edwards",2008,"Percent",0.399,"Percent",0.038
"757","Edwards",2009,"Percent",0.383,"Percent",0.073
"758","Edwards",2010,"Percent",0.398,"Percent",0.072
"759","Edwards",2011,"Percent",0.381,"Percent",0.071
"760","El Paso",2001,"Percent",0.368,"Percent",0.082
"761","El Paso",2002,"Percent",0.371,"Percent",0.089
"762","El Paso",2003,"Percent",0.361,"Percent",0.097
"763","El Paso",2004,"Percent",0.344,"Percent",0.078
"764","El Paso",2005,"Percent",0.394,"Percent",0.071
"765","El Paso",2006,"Percent",0.379,"Percent",0.067
"766","El Paso",2007,"Percent",0.394,"Percent",0.059
"767","El Paso",2008,"Percent",0.351,"Percent",0.063
"768","El Paso",2009,"Percent",0.327,"Percent",0.09
"769","El Paso",2010,"Percent",0.338,"Percent",0.095
"770","El Paso",2011,"Percent",0.341,"Percent",0.103
"771","Ellis",2001,"Percent",0.138,"Percent",0.042
"772","Ellis",2002,"Percent",0.136,"Percent",0.06
"773","Ellis",2003,"Percent",0.152,"Percent",0.069
"774","Ellis",2004,"Percent",0.149,"Percent",0.056
"775","Ellis",2005,"Percent",0.146,"Percent",0.051
"776","Ellis",2006,"Percent",0.156,"Percent",0.05
"777","Ellis",2007,"Percent",0.156,"Percent",0.044
"778","Ellis",2008,"Percent",0.148,"Percent",0.051
"779","Ellis",2009,"Percent",0.155,"Percent",0.08
"780","Ellis",2010,"Percent",0.171,"Percent",0.085
"781","Ellis",2011,"Percent",0.177,"Percent",0.081
"782","Erath",2001,"Percent",0.206,"Percent",0.023
"783","Erath",2002,"Percent",0.196,"Percent",0.028
"784","Erath",2003,"Percent",0.212,"Percent",0.029
"785","Erath",2004,"Percent",0.2,"Percent",0.042
"786","Erath",2005,"Percent",0.205,"Percent",0.039
"787","Erath",2006,"Percent",0.211,"Percent",0.041
"788","Erath",2007,"Percent",0.2,"Percent",0.036
"789","Erath",2008,"Percent",0.221,"Percent",0.038
"790","Erath",2009,"Percent",0.23,"Percent",0.063
"791","Erath",2010,"Percent",0.237,"Percent",0.065
"792","Erath",2011,"Percent",0.262,"Percent",0.062
"793","Falls",2001,"Percent",0.297,"Percent",0.039
"794","Falls",2002,"Percent",0.295,"Percent",0.04
"795","Falls",2003,"Percent",0.302,"Percent",0.053
"796","Falls",2004,"Percent",0.29,"Percent",0.065
"797","Falls",2005,"Percent",0.339,"Percent",0.063
"798","Falls",2006,"Percent",0.319,"Percent",0.063
"799","Falls",2007,"Percent",0.42,"Percent",0.054
"800","Falls",2008,"Percent",0.348,"Percent",0.058
"801","Falls",2009,"Percent",0.338,"Percent",0.089
"802","Falls",2010,"Percent",0.324,"Percent",0.096
"803","Falls",2011,"Percent",0.344,"Percent",0.095
"804","Fannin",2001,"Percent",0.207,"Percent",0.064
"805","Fannin",2002,"Percent",0.196,"Percent",0.077
"806","Fannin",2003,"Percent",0.21,"Percent",0.068
"807","Fannin",2004,"Percent",0.207,"Percent",0.069
"808","Fannin",2005,"Percent",0.209,"Percent",0.061
"809","Fannin",2006,"Percent",0.218,"Percent",0.061
"810","Fannin",2007,"Percent",0.225,"Percent",0.053
"811","Fannin",2008,"Percent",0.202,"Percent",0.059
"812","Fannin",2009,"Percent",0.242,"Percent",0.088
"813","Fannin",2010,"Percent",0.241,"Percent",0.093
"814","Fannin",2011,"Percent",0.268,"Percent",0.099
"815","Fayette",2001,"Percent",0.152,"Percent",0.023
"816","Fayette",2002,"Percent",0.156,"Percent",0.031
"817","Fayette",2003,"Percent",0.179,"Percent",0.032
"818","Fayette",2004,"Percent",0.174,"Percent",0.04
"819","Fayette",2005,"Percent",0.171,"Percent",0.036
"820","Fayette",2006,"Percent",0.183,"Percent",0.038
"821","Fayette",2007,"Percent",0.174,"Percent",0.033
"822","Fayette",2008,"Percent",0.17,"Percent",0.035
"823","Fayette",2009,"Percent",0.183,"Percent",0.056
"824","Fayette",2010,"Percent",0.197,"Percent",0.059
"825","Fayette",2011,"Percent",0.221,"Percent",0.058
"826","Fisher",2001,"Percent",0.246,"Percent",0.032
"827","Fisher",2002,"Percent",0.227,"Percent",0.049
"828","Fisher",2003,"Percent",0.21,"Percent",0.051
"829","Fisher",2004,"Percent",0.213,"Percent",0.05
"830","Fisher",2005,"Percent",0.249,"Percent",0.042
"831","Fisher",2006,"Percent",0.246,"Percent",0.042
"832","Fisher",2007,"Percent",0.245,"Percent",0.041
"833","Fisher",2008,"Percent",0.253,"Percent",0.039
"834","Fisher",2009,"Percent",0.259,"Percent",0.061
"835","Fisher",2010,"Percent",0.235,"Percent",0.065
"836","Fisher",2011,"Percent",0.218,"Percent",0.064
"837","Floyd",2001,"Percent",0.294,"Percent",0.072
"838","Floyd",2002,"Percent",0.304,"Percent",0.08
"839","Floyd",2003,"Percent",0.301,"Percent",0.09
"840","Floyd",2004,"Percent",0.296,"Percent",0.069
"841","Floyd",2005,"Percent",0.346,"Percent",0.06
"842","Floyd",2006,"Percent",0.322,"Percent",0.061
"843","Floyd",2007,"Percent",0.328,"Percent",0.053
"844","Floyd",2008,"Percent",0.336,"Percent",0.047
"845","Floyd",2009,"Percent",0.338,"Percent",0.068
"846","Floyd",2010,"Percent",0.345,"Percent",0.085
"847","Floyd",2011,"Percent",0.319,"Percent",0.083
"848","Foard",2001,"Percent",0.207,"Percent",0.028
"849","Foard",2002,"Percent",0.213,"Percent",0.048
"850","Foard",2003,"Percent",0.226,"Percent",0.083
"851","Foard",2004,"Percent",0.22,"Percent",0.062
"852","Foard",2005,"Percent",0.269,"Percent",0.049
"853","Foard",2006,"Percent",0.276,"Percent",0.044
"854","Foard",2007,"Percent",0.272,"Percent",0.041
"855","Foard",2008,"Percent",0.26,"Percent",0.04
"856","Foard",2009,"Percent",0.311,"Percent",0.058
"857","Foard",2010,"Percent",0.291,"Percent",0.063
"858","Foard",2011,"Percent",0.256,"Percent",0.07
"859","Fort Bend",2001,"Percent",0.101,"Percent",0.031
"860","Fort Bend",2002,"Percent",0.095,"Percent",0.045
"861","Fort Bend",2003,"Percent",0.112,"Percent",0.059
"862","Fort Bend",2004,"Percent",0.113,"Percent",0.053
"863","Fort Bend",2005,"Percent",0.109,"Percent",0.047
"864","Fort Bend",2006,"Percent",0.108,"Percent",0.047
"865","Fort Bend",2007,"Percent",0.112,"Percent",0.041
"866","Fort Bend",2008,"Percent",0.102,"Percent",0.045
"867","Fort Bend",2009,"Percent",0.104,"Percent",0.072
"868","Fort Bend",2010,"Percent",0.125,"Percent",0.08
"869","Fort Bend",2011,"Percent",0.122,"Percent",0.073
"870","Franklin",2001,"Percent",0.238,"Percent",0.028
"871","Franklin",2002,"Percent",0.206,"Percent",0.038
"872","Franklin",2003,"Percent",0.213,"Percent",0.035
"873","Franklin",2004,"Percent",0.209,"Percent",0.044
"874","Franklin",2005,"Percent",0.23,"Percent",0.046
"875","Franklin",2006,"Percent",0.246,"Percent",0.043
"876","Franklin",2007,"Percent",0.225,"Percent",0.037
"877","Franklin",2008,"Percent",0.256,"Percent",0.043
"878","Franklin",2009,"Percent",0.246,"Percent",0.069
"879","Franklin",2010,"Percent",0.253,"Percent",0.077
"880","Franklin",2011,"Percent",0.29,"Percent",0.073
"881","Freestone",2001,"Percent",0.198,"Percent",0.036
"882","Freestone",2002,"Percent",0.207,"Percent",0.049
"883","Freestone",2003,"Percent",0.208,"Percent",0.053
"884","Freestone",2004,"Percent",0.208,"Percent",0.048
"885","Freestone",2005,"Percent",0.227,"Percent",0.041
"886","Freestone",2006,"Percent",0.21,"Percent",0.04
"887","Freestone",2007,"Percent",0.188,"Percent",0.038
"888","Freestone",2008,"Percent",0.196,"Percent",0.041
"889","Freestone",2009,"Percent",0.196,"Percent",0.063
"890","Freestone",2010,"Percent",0.237,"Percent",0.066
"891","Freestone",2011,"Percent",0.218,"Percent",0.064
"892","Frio",2001,"Percent",0.384,"Percent",0.071
"893","Frio",2002,"Percent",0.365,"Percent",0.081
"894","Frio",2003,"Percent",0.365,"Percent",0.083
"895","Frio",2004,"Percent",0.355,"Percent",0.074
"896","Frio",2005,"Percent",0.433,"Percent",0.063
"897","Frio",2006,"Percent",0.389,"Percent",0.056
"898","Frio",2007,"Percent",0.386,"Percent",0.05
"899","Frio",2008,"Percent",0.374,"Percent",0.055
"900","Frio",2009,"Percent",0.406,"Percent",0.076
"901","Frio",2010,"Percent",0.427,"Percent",0.076
"902","Frio",2011,"Percent",0.41,"Percent",0.073
"903","Gaines",2001,"Percent",0.33,"Percent",0.045
"904","Gaines",2002,"Percent",0.274,"Percent",0.043
"905","Gaines",2003,"Percent",0.27,"Percent",0.043
"906","Gaines",2004,"Percent",0.264,"Percent",0.055
"907","Gaines",2005,"Percent",0.282,"Percent",0.049
"908","Gaines",2006,"Percent",0.273,"Percent",0.047
"909","Gaines",2007,"Percent",0.275,"Percent",0.038
"910","Gaines",2008,"Percent",0.265,"Percent",0.039
"911","Gaines",2009,"Percent",0.229,"Percent",0.064
"912","Gaines",2010,"Percent",0.266,"Percent",0.062
"913","Gaines",2011,"Percent",0.245,"Percent",0.056
"914","Galveston",2001,"Percent",0.171,"Percent",0.06
"915","Galveston",2002,"Percent",0.166,"Percent",0.075
"916","Galveston",2003,"Percent",0.188,"Percent",0.082
"917","Galveston",2004,"Percent",0.186,"Percent",0.07
"918","Galveston",2005,"Percent",0.177,"Percent",0.057
"919","Galveston",2006,"Percent",0.189,"Percent",0.05
"920","Galveston",2007,"Percent",0.163,"Percent",0.046
"921","Galveston",2008,"Percent",0.161,"Percent",0.058
"922","Galveston",2009,"Percent",0.189,"Percent",0.082
"923","Galveston",2010,"Percent",0.195,"Percent",0.092
"924","Galveston",2011,"Percent",0.215,"Percent",0.091
"925","Garza",2001,"Percent",0.261,"Percent",0.025
"926","Garza",2002,"Percent",0.237,"Percent",0.043
"927","Garza",2003,"Percent",0.267,"Percent",0.047
"928","Garza",2004,"Percent",0.278,"Percent",0.053
"929","Garza",2005,"Percent",0.348,"Percent",0.045
"930","Garza",2006,"Percent",0.293,"Percent",0.042
"931","Garza",2007,"Percent",0.286,"Percent",0.035
"932","Garza",2008,"Percent",0.312,"Percent",0.038
"933","Garza",2009,"Percent",0.311,"Percent",0.053
"934","Garza",2010,"Percent",0.3,"Percent",0.054
"935","Garza",2011,"Percent",0.3,"Percent",0.071
"936","Gillespie",2001,"Percent",0.179,"Percent",0.019
"937","Gillespie",2002,"Percent",0.149,"Percent",0.023
"938","Gillespie",2003,"Percent",0.164,"Percent",0.024
"939","Gillespie",2004,"Percent",0.155,"Percent",0.034
"940","Gillespie",2005,"Percent",0.162,"Percent",0.029
"941","Gillespie",2006,"Percent",0.164,"Percent",0.033
"942","Gillespie",2007,"Percent",0.157,"Percent",0.029
"943","Gillespie",2008,"Percent",0.16,"Percent",0.031
"944","Gillespie",2009,"Percent",0.176,"Percent",0.045
"945","Gillespie",2010,"Percent",0.201,"Percent",0.048
"946","Gillespie",2011,"Percent",0.205,"Percent",0.047
"947","Glasscock",2001,"Percent",0.244,"Percent",0.03
"948","Glasscock",2002,"Percent",0.222,"Percent",0.03
"949","Glasscock",2003,"Percent",0.144,"Percent",0.038
"950","Glasscock",2004,"Percent",0.112,"Percent",0.041
"951","Glasscock",2005,"Percent",0.139,"Percent",0.042
"952","Glasscock",2006,"Percent",0.165,"Percent",0.046
"953","Glasscock",2007,"Percent",0.153,"Percent",0.037
"954","Glasscock",2008,"Percent",0.166,"Percent",0.037
"955","Glasscock",2009,"Percent",0.162,"Percent",0.049
"956","Glasscock",2010,"Percent",0.182,"Percent",0.056
"957","Glasscock",2011,"Percent",0.176,"Percent",0.044
"958","Goliad",2001,"Percent",0.215,"Percent",0.038
"959","Goliad",2002,"Percent",0.202,"Percent",0.046
"960","Goliad",2003,"Percent",0.222,"Percent",0.049
"961","Goliad",2004,"Percent",0.223,"Percent",0.057
"962","Goliad",2005,"Percent",0.238,"Percent",0.049
"963","Goliad",2006,"Percent",0.215,"Percent",0.041
